Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Ohio Street Beach,06/08/2014 10:00:00 AM,16,6.64,1.686,0.372,5,11.9,06/08/2014 10:00 AM,OhioStreetBeach201406081000
Calumet Beach,06/08/2014 08:00:00 PM,19.4,2.82,1.444,0.206,5,11.3,06/08/2014 8:00 PM,CalumetBeach201406082000
Montrose Beach,06/08/2014 08:00:00 PM,15.4,25.96,1.647,0.433,5,11.4,06/08/2014 8:00 PM,MontroseBeach201406082000
Ohio Street Beach,06/08/2014 08:00:00 PM,16.7,7.33,1.688,0.321,6,11.9,06/08/2014 8:00 PM,OhioStreetBeach201406082000
Montrose Beach,06/08/2014 11:00:00 AM,16.3,21.62,1.668,0.515,6,11.4,06/08/2014 11:00 AM,MontroseBeach201406081100
Ohio Street Beach,06/08/2014 11:00:00 AM,16.2,7.23,1.709,0.425,5,12,06/08/2014 11:00 AM,OhioStreetBeach201406081100
Calumet Beach,06/08/2014 12:00:00 PM,19.3,2.99,1.603,0.259,6,11.3,06/08/2014 12:00 PM,CalumetBeach201406081200
Montrose Beach,06/08/2014 12:00:00 PM,16.6,21.88,1.719,0.526,6,11.4,06/08/2014 12:00 PM,MontroseBeach201406081200
Ohio Street Beach,06/08/2014 12:00:00 PM,16.4,6.74,1.744,0.384,6,11.9,06/08/2014 12:00 PM,OhioStreetBeach201406081200
Calumet Beach,06/08/2014 01:00:00 PM,19.4,3.17,1.54,0.251,4,11.3,06/08/2014 1:00 PM,CalumetBeach201406081300
Montrose Beach,06/08/2014 01:00:00 PM,16.6,22.86,1.645,0.492,6,11.4,06/08/2014 1:00 PM,MontroseBeach201406081300
Ohio Street Beach,06/08/2014 01:00:00 PM,16.7,8.66,1.676,0.402,6,11.9,06/08/2014 1:00 PM,OhioStreetBeach201406081300
Calumet Beach,06/08/2014 02:00:00 PM,19.5,3.34,1.528,0.263,4,11,06/08/2014 2:00 PM,CalumetBeach201406081400
Montrose Beach,06/08/2014 02:00:00 PM,16.8,25.56,1.673,0.503,6,11.4,06/08/2014 2:00 PM,MontroseBeach201406081400
Ohio Street Beach,06/08/2014 02:00:00 PM,16.8,9.15,1.797,0.357,6,11.9,06/08/2014 2:00 PM,OhioStreetBeach201406081400
Calumet Beach,06/09/2014 03:00:00 AM,18.1,2.61,1.502,0.162,5,11.2,06/09/2014 3:00 AM,CalumetBeach201406090300
Montrose Beach,06/09/2014 03:00:00 AM,15.1,22.43,1.616,0.381,5,11.4,06/09/2014 3:00 AM,MontroseBeach201406090300
Ohio Street Beach,06/09/2014 03:00:00 AM,15.8,6.71,1.694,0.238,4,11.8,06/09/2014 3:00 AM,OhioStreetBeach201406090300
Calumet Beach,06/09/2014 11:00:00 AM,18.4,2.19,1.5,0.143,5,11.2,06/09/2014 11:00 AM,CalumetBeach201406091100
Montrose Beach,06/09/2014 11:00:00 AM,15.4,20.43,1.628,0.28,4,11.3,06/09/2014 11:00 AM,MontroseBeach201406091100
Ohio Street Beach,06/09/2014 11:00:00 AM,16.6,5.04,1.717,0.199,4,11.8,06/09/2014 11:00 AM,OhioStreetBeach201406091100
Calumet Beach,06/08/2014 03:00:00 PM,19.6,3.23,1.474,0.252,6,11.3,06/08/2014 3:00 PM,CalumetBeach201406081500
Montrose Beach,06/08/2014 03:00:00 PM,16.3,23.48,1.606,0.485,6,11.4,06/08/2014 3:00 PM,MontroseBeach201406081500
Ohio Street Beach,06/08/2014 03:00:00 PM,17,8.54,1.692,0.348,3,11.9,06/08/2014 3:00 PM,OhioStreetBeach201406081500
Calumet Beach,06/08/2014 04:00:00 PM,19.8,3.22,1.552,0.246,5,11.3,06/08/2014 4:00 PM,CalumetBeach201406081600
Montrose Beach,06/08/2014 04:00:00 PM,16.2,25.16,1.628,0.489,6,11.4,06/08/2014 4:00 PM,MontroseBeach201406081600
Ohio Street Beach,06/08/2014 04:00:00 PM,16.9,8.47,1.687,0.409,4,11.9,06/08/2014 4:00 PM,OhioStreetBeach201406081600
Calumet Beach,06/08/2014 05:00:00 PM,19.7,2.84,1.527,0.238,6,11.3,06/08/2014 5:00 PM,CalumetBeach201406081700
Montrose Beach,06/08/2014 05:00:00 PM,16,27.82,1.632,0.47,6,11.4,06/08/2014 5:00 PM,MontroseBeach201406081700
Ohio Street Beach,06/08/2014 05:00:00 PM,16.9,8.83,1.724,0.354,4,11.9,06/08/2014 5:00 PM,OhioStreetBeach201406081700
Calumet Beach,06/08/2014 09:00:00 PM,19.2,2.6,1.484,0.224,4,11.3,06/08/2014 9:00 PM,CalumetBeach201406082100
Montrose Beach,06/08/2014 09:00:00 PM,15.7,29.84,1.639,0.435,5,11.4,06/08/2014 9:00 PM,MontroseBeach201406082100
Ohio Street Beach,06/08/2014 09:00:00 PM,16.3,7,1.713,0.283,4,11.9,06/08/2014 9:00 PM,OhioStreetBeach201406082100
Calumet Beach,06/09/2014 10:00:00 AM,18.2,2.41,1.517,0.143,5,11.2,06/09/2014 10:00 AM,CalumetBeach201406091000
Montrose Beach,06/09/2014 10:00:00 AM,15.1,20.41,1.646,0.3,4,11.3,06/09/2014 10:00 AM,MontroseBeach201406091000
Ohio Street Beach,06/09/2014 10:00:00 AM,16.3,4.62,1.696,0.218,3,11.8,06/09/2014 10:00 AM,OhioStreetBeach201406091000
Calumet Beach,06/09/2014 04:00:00 PM,19.3,1.97,1.435,0.133,3,11.2,06/09/2014 4:00 PM,CalumetBeach201406091600
Montrose Beach,06/09/2014 04:00:00 PM,16.5,24.59,1.588,0.312,3,11.3,06/09/2014 4:00 PM,MontroseBeach201406091600
Ohio Street Beach,06/09/2014 04:00:00 PM,17.9,6.31,1.621,0.213,4,11.8,06/09/2014 4:00 PM,OhioStreetBeach201406091600
Calumet Beach,06/08/2014 07:00:00 PM,19.5,2.94,1.507,0.237,5,11.3,06/08/2014 7:00 PM,CalumetBeach201406081900
Montrose Beach,06/08/2014 07:00:00 PM,16,27.41,1.641,0.433,5,11.4,06/08/2014 7:00 PM,MontroseBeach201406081900
Ohio Street Beach,06/08/2014 07:00:00 PM,16.7,6.65,1.722,0.293,4,11.9,06/08/2014 7:00 PM,OhioStreetBeach201406081900
Calumet Beach,06/08/2014 10:00:00 PM,19.3,2.5,1.471,0.201,4,11.3,06/08/2014 10:00 PM,CalumetBeach201406082200
Montrose Beach,06/08/2014 10:00:00 PM,15.6,22.97,1.632,0.406,5,11.4,06/08/2014 10:00 PM,MontroseBeach201406082200
Ohio Street Beach,06/08/2014 10:00:00 PM,16.3,7.23,1.725,0.266,4,11.9,06/08/2014 10:00 PM,OhioStreetBeach201406082200
Calumet Beach,06/09/2014 01:00:00 AM,18.7,2.66,1.439,0.177,6,11.2,06/09/2014 1:00 AM,CalumetBeach201406090100
Montrose Beach,06/09/2014 01:00:00 AM,15.1,22.66,1.636,0.356,5,11.4,06/09/2014 1:00 AM,MontroseBeach201406090100
Ohio Street Beach,06/09/2014 01:00:00 AM,16,5.63,1.657,0.223,4,11.8,06/09/2014 1:00 AM,OhioStreetBeach201406090100
Calumet Beach,06/09/2014 02:00:00 AM,18.4,2.5,1.521,0.172,6,11.2,06/09/2014 2:00 AM,CalumetBeach201406090200
Montrose Beach,06/09/2014 02:00:00 AM,15,20.44,1.655,0.356,5,11.4,06/09/2014 2:00 AM,MontroseBeach201406090200
Ohio Street Beach,06/09/2014 02:00:00 AM,15.9,6.63,1.731,0.249,4,11.8,06/09/2014 2:00 AM,OhioStreetBeach201406090200
Calumet Beach,06/09/2014 05:00:00 AM,17.9,2.66,1.435,0.172,3,11.2,06/09/2014 5:00 AM,CalumetBeach201406090500
Montrose Beach,06/09/2014 05:00:00 AM,14.8,26.85,1.608,0.356,6,11.4,06/09/2014 5:00 AM,MontroseBeach201406090500
Ohio Street Beach,06/09/2014 05:00:00 AM,15.8,6.29,1.652,0.222,4,11.8,06/09/2014 5:00 AM,OhioStreetBeach201406090500
Calumet Beach,06/09/2014 04:00:00 AM,18,2.79,1.514,0.166,6,11.2,06/09/2014 4:00 AM,CalumetBeach201406090400
Montrose Beach,06/09/2014 04:00:00 AM,15.1,27.43,1.61,0.37,4,11.4,06/09/2014 4:00 AM,MontroseBeach201406090400
Ohio Street Beach,06/09/2014 04:00:00 AM,15.8,7.36,1.655,0.228,5,11.8,06/09/2014 4:00 AM,OhioStreetBeach201406090400
Calumet Beach,06/09/2014 06:00:00 AM,17.8,2.69,1.413,0.169,5,11.2,06/09/2014 6:00 AM,CalumetBeach201406090600
Montrose Beach,06/09/2014 06:00:00 AM,14.7,27.56,1.587,0.32,5,11.4,06/09/2014 6:00 AM,MontroseBeach201406090600
Ohio Street Beach,06/09/2014 06:00:00 AM,15.8,5.72,1.659,0.213,5,11.8,06/09/2014 6:00 AM,OhioStreetBeach201406090600
Calumet Beach,06/09/2014 07:00:00 AM,17.8,2.62,1.392,0.174,5,11.2,06/09/2014 7:00 AM,CalumetBeach201406090700
Montrose Beach,06/09/2014 07:00:00 AM,14.7,24.67,1.623,0.326,5,11.3,06/09/2014 7:00 AM,MontroseBeach201406090700
Ohio Street Beach,06/09/2014 07:00:00 AM,15.7,6.04,1.708,0.202,4,11.8,06/09/2014 7:00 AM,OhioStreetBeach201406090700
Calumet Beach,06/09/2014 08:00:00 AM,17.8,2.46,1.47,0.154,4,11.2,06/09/2014 8:00 AM,CalumetBeach201406090800
Montrose Beach,06/09/2014 08:00:00 AM,14.8,23.8,1.634,0.324,4,11.3,06/09/2014 8:00 AM,MontroseBeach201406090800
Ohio Street Beach,06/09/2014 08:00:00 AM,15.8,6.15,1.677,0.201,4,11.8,06/09/2014 8:00 AM,OhioStreetBeach201406090800
Calumet Beach,06/09/2014 09:00:00 AM,18,2.36,1.548,0.147,5,11.2,06/09/2014 9:00 AM,CalumetBeach201406090900
Montrose Beach,06/09/2014 09:00:00 AM,15,22.61,1.647,0.313,4,11.3,06/09/2014 9:00 AM,MontroseBeach201406090900
Ohio Street Beach,06/09/2014 09:00:00 AM,16,6.52,1.717,0.21,4,11.8,06/09/2014 9:00 AM,OhioStreetBeach201406090900
Calumet Beach,06/09/2014 12:00:00 PM,18.7,2.12,1.464,0.13,4,11.2,06/09/2014 12:00 PM,CalumetBeach201406091200
Montrose Beach,06/09/2014 12:00:00 PM,15.6,23.42,1.65,0.289,3,11.3,06/09/2014 12:00 PM,MontroseBeach201406091200
Ohio Street Beach,06/09/2014 12:00:00 PM,16.9,4.67,1.732,0.201,4,11.8,06/09/2014 12:00 PM,OhioStreetBeach201406091200
Calumet Beach,06/09/2014 01:00:00 PM,18.9,2.11,1.45,0.128,4,11.2,06/09/2014 1:00 PM,CalumetBeach201406091300
Montrose Beach,06/09/2014 01:00:00 PM,15.9,23.26,1.604,0.278,3,11.3,06/09/2014 1:00 PM,MontroseBeach201406091300
Ohio Street Beach,06/09/2014 01:00:00 PM,17.6,3.17,1.686,0.193,4,11.8,06/09/2014 1:00 PM,OhioStreetBeach201406091300
Calumet Beach,06/09/2014 02:00:00 PM,19.3,2.04,1.493,0.129,3,11.2,06/09/2014 2:00 PM,CalumetBeach201406091400
Montrose Beach,06/09/2014 02:00:00 PM,16.1,22.69,1.671,0.314,3,11.3,06/09/2014 2:00 PM,MontroseBeach201406091400
Ohio Street Beach,06/09/2014 02:00:00 PM,18.1,3.64,1.738,0.199,3,11.8,06/09/2014 2:00 PM,OhioStreetBeach201406091400
Calumet Beach,06/09/2014 03:00:00 PM,19.2,2.04,1.506,0.134,4,11.2,06/09/2014 3:00 PM,CalumetBeach201406091500
Montrose Beach,06/09/2014 03:00:00 PM,16.3,24.59,1.605,0.324,3,11.3,06/09/2014 3:00 PM,MontroseBeach201406091500
Ohio Street Beach,06/09/2014 03:00:00 PM,17.9,5.17,1.667,0.237,3,11.8,06/09/2014 3:00 PM,OhioStreetBeach201406091500
Calumet Beach,06/09/2014 05:00:00 PM,19.4,1.94,1.415,0.15,4,11.2,06/09/2014 5:00 PM,CalumetBeach201406091700
Montrose Beach,06/09/2014 05:00:00 PM,16.6,25.45,1.614,0.33,3,11.3,06/09/2014 5:00 PM,MontroseBeach201406091700
Ohio Street Beach,06/09/2014 05:00:00 PM,18.1,5.21,1.65,0.219,4,11.8,06/09/2014 5:00 PM,OhioStreetBeach201406091700
Calumet Beach,06/09/2014 06:00:00 PM,19.3,2.02,1.432,0.15,4,11.2,06/09/2014 6:00 PM,CalumetBeach201406091800
Montrose Beach,06/09/2014 06:00:00 PM,16.5,26.29,1.597,0.295,3,11.3,06/09/2014 6:00 PM,MontroseBeach201406091800
Ohio Street Beach,06/09/2014 06:00:00 PM,17.9,5.14,1.664,0.272,4,11.7,06/09/2014 6:00 PM,OhioStreetBeach201406091800
Calumet Beach,06/09/2014 07:00:00 PM,19.4,1.86,1.458,0.16,4,11.2,06/09/2014 7:00 PM,CalumetBeach201406091900
Montrose Beach,06/09/2014 07:00:00 PM,16.4,26.67,1.653,0.299,3,11.3,06/09/2014 7:00 PM,MontroseBeach201406091900
Ohio Street Beach,06/09/2014 07:00:00 PM,18.1,4.67,1.7,0.216,3,11.7,06/09/2014 7:00 PM,OhioStreetBeach201406091900
Calumet Beach,06/09/2014 08:00:00 PM,19.3,1.91,1.5,0.167,4,11.2,06/09/2014 8:00 PM,CalumetBeach201406092000
Montrose Beach,06/09/2014 08:00:00 PM,16.4,25.89,1.576,0.303,3,11.3,06/09/2014 8:00 PM,MontroseBeach201406092000
Ohio Street Beach,06/09/2014 08:00:00 PM,17.9,4.33,1.699,0.203,3,11.7,06/09/2014 8:00 PM,OhioStreetBeach201406092000
Calumet Beach,06/09/2014 09:00:00 PM,19,2.07,1.401,0.168,3,11.2,06/09/2014 9:00 PM,CalumetBeach201406092100
Montrose Beach,06/09/2014 09:00:00 PM,16.5,26.98,1.633,0.303,3,11.3,06/09/2014 9:00 PM,MontroseBeach201406092100
Calumet Beach,06/09/2014 11:00:00 PM,18.7,2.14,1.488,0.15,3,11.2,06/09/2014 11:00 PM,CalumetBeach201406092300
Ohio Street Beach,06/09/2014 09:00:00 PM,17.9,6.24,1.705,0.189,3,11.7,06/09/2014 9:00 PM,OhioStreetBeach201406092100
Calumet Beach,06/09/2014 10:00:00 PM,18.8,2.17,1.498,0.161,3,11.2,06/09/2014 10:00 PM,CalumetBeach201406092200
Montrose Beach,06/09/2014 10:00:00 PM,16.2,24.35,1.608,0.268,3,11.3,06/09/2014 10:00 PM,MontroseBeach201406092200
Ohio Street Beach,06/09/2014 10:00:00 PM,17.4,4.83,1.715,0.199,3,11.7,06/09/2014 10:00 PM,OhioStreetBeach201406092200
Montrose Beach,06/09/2014 11:00:00 PM,16.2,24.91,1.675,0.284,3,11.3,06/09/2014 11:00 PM,MontroseBeach201406092300
Ohio Street Beach,06/09/2014 11:00:00 PM,17.4,4.42,1.705,0.182,3,11.7,06/09/2014 11:00 PM,OhioStreetBeach201406092300
Calumet Beach,06/10/2014 12:00:00 AM,18.6,2.19,1.458,0.142,3,11.2,06/10/2014 12:00 AM,CalumetBeach201406102400
Montrose Beach,06/10/2014 12:00:00 AM,16.2,23.49,1.606,0.271,3,11.3,06/10/2014 12:00 AM,MontroseBeach201406102400
Ohio Street Beach,06/10/2014 12:00:00 AM,16.7,4.81,1.681,0.168,3,11.7,06/10/2014 12:00 AM,OhioStreetBeach201406102400
Calumet Beach,06/10/2014 01:00:00 AM,18.5,2.2,1.424,0.15,3,11.2,06/10/2014 1:00 AM,CalumetBeach201406100100
Montrose Beach,06/10/2014 01:00:00 AM,16.2,23.45,1.635,0.261,3,11.3,06/10/2014 1:00 AM,MontroseBeach201406100100
Ohio Street Beach,06/10/2014 01:00:00 AM,17.1,3.98,1.694,0.173,3,11.7,06/10/2014 1:00 AM,OhioStreetBeach201406100100
Calumet Beach,06/10/2014 02:00:00 AM,18.4,2.08,1.429,0.136,3,11.2,06/10/2014 2:00 AM,CalumetBeach201406100200
Montrose Beach,06/10/2014 02:00:00 AM,16.1,24.22,1.569,0.262,3,11.3,06/10/2014 2:00 AM,MontroseBeach201406100200
Ohio Street Beach,06/10/2014 02:00:00 AM,17,3.27,1.681,0.152,3,11.7,06/10/2014 2:00 AM,OhioStreetBeach201406100200
Calumet Beach,06/10/2014 03:00:00 AM,18.3,1.98,1.455,0.136,4,11.2,06/10/2014 3:00 AM,CalumetBeach201406100300
Montrose Beach,06/10/2014 03:00:00 AM,16,27.1,1.642,0.247,4,11.3,06/10/2014 3:00 AM,MontroseBeach201406100300
Ohio Street Beach,06/10/2014 03:00:00 AM,16.9,3.4,1.721,0.162,3,11.7,06/10/2014 3:00 AM,OhioStreetBeach201406100300
Calumet Beach,06/10/2014 04:00:00 AM,18.3,1.93,1.4,0.134,4,11.2,06/10/2014 4:00 AM,CalumetBeach201406100400
Montrose Beach,06/10/2014 04:00:00 AM,16,24.79,1.589,0.264,3,11.3,06/10/2014 4:00 AM,MontroseBeach201406100400
Ohio Street Beach,06/10/2014 04:00:00 AM,16.5,3.41,1.691,0.157,3,11.7,06/10/2014 4:00 AM,OhioStreetBeach201406100400
Calumet Beach,06/10/2014 05:00:00 AM,18.2,1.83,1.441,0.136,4,11.2,06/10/2014 5:00 AM,CalumetBeach201406100500
Montrose Beach,06/10/2014 05:00:00 AM,15.9,25.78,1.622,0.267,4,11.3,06/10/2014 5:00 AM,MontroseBeach201406100500
Ohio Street Beach,06/10/2014 05:00:00 AM,16.5,3.6,1.677,0.152,3,11.7,06/10/2014 5:00 AM,OhioStreetBeach201406100500
Calumet Beach,06/10/2014 06:00:00 AM,18.2,1.86,1.393,0.13,4,11.2,06/10/2014 6:00 AM,CalumetBeach201406100600
Montrose Beach,06/10/2014 06:00:00 AM,15.8,25.29,1.555,0.293,3,11.3,06/10/2014 6:00 AM,MontroseBeach201406100600
Ohio Street Beach,06/10/2014 06:00:00 AM,16.2,4.13,1.646,0.159,3,11.7,06/10/2014 6:00 AM,OhioStreetBeach201406100600
Calumet Beach,06/10/2014 07:00:00 AM,18.1,1.82,1.407,0.124,3,11.2,06/10/2014 7:00 AM,CalumetBeach201406100700
Montrose Beach,06/10/2014 07:00:00 AM,15.8,27.6,1.614,0.287,3,11.3,06/10/2014 7:00 AM,MontroseBeach201406100700
Ohio Street Beach,06/10/2014 07:00:00 AM,15.9,4.2,1.673,0.178,4,11.7,06/10/2014 7:00 AM,OhioStreetBeach201406100700
Calumet Beach,06/10/2014 08:00:00 AM,18.1,1.68,1.457,0.127,3,11.2,06/10/2014 8:00 AM,CalumetBeach201406100800
Montrose Beach,06/10/2014 08:00:00 AM,15.8,24.67,1.573,0.284,3,11.3,06/10/2014 8:00 AM,MontroseBeach201406100800
Ohio Street Beach,06/10/2014 08:00:00 AM,15.7,4.25,1.669,0.204,3,11.7,06/10/2014 8:00 AM,OhioStreetBeach201406100800
Calumet Beach,06/10/2014 09:00:00 AM,18.1,1.62,1.462,0.132,3,11.2,06/10/2014 9:00 AM,CalumetBeach201406100900
Montrose Beach,06/10/2014 09:00:00 AM,15.7,27.8,1.632,0.286,3,11.3,06/10/2014 9:00 AM,MontroseBeach201406100900
Ohio Street Beach,06/10/2014 09:00:00 AM,15.9,4.06,1.723,0.188,4,11.7,06/10/2014 9:00 AM,OhioStreetBeach201406100900
Calumet Beach,06/10/2014 10:00:00 AM,18.1,1.67,1.456,0.129,3,11.2,06/10/2014 10:00 AM,CalumetBeach201406101000
Montrose Beach,06/10/2014 10:00:00 AM,15.8,25.19,1.654,0.298,3,11.3,06/10/2014 10:00 AM,MontroseBeach201406101000
Ohio Street Beach,06/10/2014 10:00:00 AM,16,4.45,1.717,0.211,3,11.7,06/10/2014 10:00 AM,OhioStreetBeach201406101000
Calumet Beach,06/10/2014 11:00:00 AM,18.1,1.65,1.521,0.131,3,11.2,06/10/2014 11:00 AM,CalumetBeach201406101100
Montrose Beach,06/10/2014 11:00:00 AM,15.9,24.74,1.614,0.274,3,11.3,06/10/2014 11:00 AM,MontroseBeach201406101100
Calumet Beach,06/10/2014 01:00:00 PM,18.1,1.64,1.469,0.139,3,11.1,06/10/2014 1:00 PM,CalumetBeach201406101300
Ohio Street Beach,06/10/2014 11:00:00 AM,16.1,4.23,1.725,0.206,3,11.7,06/10/2014 11:00 AM,OhioStreetBeach201406101100
Calumet Beach,06/10/2014 12:00:00 PM,18.1,1.64,1.443,0.136,3,11.2,06/10/2014 12:00 PM,CalumetBeach201406101200
Montrose Beach,06/10/2014 12:00:00 PM,15.9,23.64,1.625,0.279,3,11.3,06/10/2014 12:00 PM,MontroseBeach201406101200
Ohio Street Beach,06/10/2014 12:00:00 PM,16.2,4.29,1.679,0.198,3,11.7,06/10/2014 12:00 PM,OhioStreetBeach201406101200
Montrose Beach,06/10/2014 01:00:00 PM,15.9,25.25,1.622,0.319,3,11.3,06/10/2014 1:00 PM,MontroseBeach201406101300
Ohio Street Beach,06/10/2014 01:00:00 PM,16.2,4.46,1.729,0.205,3,11.7,06/10/2014 1:00 PM,OhioStreetBeach201406101300
Calumet Beach,06/10/2014 02:00:00 PM,18.1,1.7,1.439,0.143,3,11.2,06/10/2014 2:00 PM,CalumetBeach201406101400
Montrose Beach,06/10/2014 02:00:00 PM,15.9,22.89,1.648,0.313,3,11.3,06/10/2014 2:00 PM,MontroseBeach201406101400
Ohio Street Beach,06/10/2014 02:00:00 PM,16.2,4.76,1.684,0.211,3,11.7,06/10/2014 2:00 PM,OhioStreetBeach201406101400
Calumet Beach,06/10/2014 03:00:00 PM,18.1,1.7,1.515,0.152,3,11.2,06/10/2014 3:00 PM,CalumetBeach201406101500
Montrose Beach,06/10/2014 03:00:00 PM,15.8,23.63,1.632,0.319,3,11.3,06/10/2014 3:00 PM,MontroseBeach201406101500
Ohio Street Beach,06/10/2014 03:00:00 PM,16.2,4.8,1.686,0.225,3,11.7,06/10/2014 3:00 PM,OhioStreetBeach201406101500
Calumet Beach,06/10/2014 04:00:00 PM,18,1.78,1.439,0.155,4,11.1,06/10/2014 4:00 PM,CalumetBeach201406101600
Montrose Beach,06/10/2014 04:00:00 PM,15.8,21.3,1.599,0.336,3,11.3,06/10/2014 4:00 PM,MontroseBeach201406101600
Ohio Street Beach,06/10/2014 04:00:00 PM,16.2,4.84,1.651,0.217,4,11.7,06/10/2014 4:00 PM,OhioStreetBeach201406101600
Calumet Beach,06/10/2014 05:00:00 PM,18,1.75,1.427,0.174,4,11.2,06/10/2014 5:00 PM,CalumetBeach201406101700
Montrose Beach,06/10/2014 05:00:00 PM,15.8,22.1,1.583,0.335,3,11.3,06/10/2014 5:00 PM,MontroseBeach201406101700
Ohio Street Beach,06/10/2014 05:00:00 PM,16.1,5.58,1.627,0.242,3,11.7,06/10/2014 5:00 PM,OhioStreetBeach201406101700
Calumet Beach,06/10/2014 06:00:00 PM,18,1.84,1.443,0.181,4,11.1,06/10/2014 6:00 PM,CalumetBeach201406101800
Montrose Beach,06/10/2014 06:00:00 PM,15.8,22.12,1.597,0.355,4,11.3,06/10/2014 6:00 PM,MontroseBeach201406101800
Ohio Street Beach,06/10/2014 06:00:00 PM,16,5.49,1.656,0.256,4,11.7,06/10/2014 6:00 PM,OhioStreetBeach201406101800
Calumet Beach,06/10/2014 07:00:00 PM,17.9,2.08,1.423,0.178,4,11.1,06/10/2014 7:00 PM,CalumetBeach201406101900
Montrose Beach,06/10/2014 07:00:00 PM,15.7,21.89,1.603,0.376,4,11.3,06/10/2014 7:00 PM,MontroseBeach201406101900
Ohio Street Beach,06/10/2014 07:00:00 PM,15.8,5.5,1.643,0.243,4,11.6,06/10/2014 7:00 PM,OhioStreetBeach201406101900
Calumet Beach,06/10/2014 08:00:00 PM,17.9,2.23,1.472,0.214,4,11.1,06/10/2014 8:00 PM,CalumetBeach201406102000
Montrose Beach,06/10/2014 08:00:00 PM,15.6,17.97,1.614,0.356,4,11.3,06/10/2014 8:00 PM,MontroseBeach201406102000
Ohio Street Beach,06/10/2014 08:00:00 PM,15.7,5.64,1.648,0.262,4,11.6,06/10/2014 8:00 PM,OhioStreetBeach201406102000
Calumet Beach,06/10/2014 09:00:00 PM,17.8,2.32,1.493,0.258,4,11.1,06/10/2014 9:00 PM,CalumetBeach201406102100
Montrose Beach,06/10/2014 09:00:00 PM,15.6,18.58,1.638,0.383,4,11.3,06/10/2014 9:00 PM,MontroseBeach201406102100
Ohio Street Beach,06/10/2014 09:00:00 PM,15.6,6.35,1.717,0.289,4,11.6,06/10/2014 9:00 PM,OhioStreetBeach201406102100
Calumet Beach,06/10/2014 10:00:00 PM,17.7,3.11,1.477,0.25,4,11.1,06/10/2014 10:00 PM,CalumetBeach201406102200
Montrose Beach,06/10/2014 10:00:00 PM,15.6,22.51,1.62,0.42,4,11.3,06/10/2014 10:00 PM,MontroseBeach201406102200
Ohio Street Beach,06/10/2014 10:00:00 PM,15.6,6.79,1.67,0.311,4,11.6,06/10/2014 10:00 PM,OhioStreetBeach201406102200
Calumet Beach,06/10/2014 11:00:00 PM,17.6,3.14,1.508,0.265,4,11.1,06/10/2014 11:00 PM,CalumetBeach201406102300
Montrose Beach,06/10/2014 11:00:00 PM,15.5,23.9,1.646,0.427,4,11.3,06/10/2014 11:00 PM,MontroseBeach201406102300
Ohio Street Beach,06/10/2014 11:00:00 PM,15.5,7.62,1.716,0.294,4,11.6,06/10/2014 11:00 PM,OhioStreetBeach201406102300
Calumet Beach,06/11/2014 12:00:00 AM,17.6,3.39,1.465,0.259,4,11.1,06/11/2014 12:00 AM,CalumetBeach201406112400
Montrose Beach,06/11/2014 12:00:00 AM,15.5,24.98,1.619,0.409,4,11.3,06/11/2014 12:00 AM,MontroseBeach201406112400
Ohio Street Beach,06/11/2014 12:00:00 AM,15.5,6.53,1.662,0.308,4,11.6,06/11/2014 12:00 AM,OhioStreetBeach201406112400
Calumet Beach,06/11/2014 01:00:00 AM,17.6,4.33,1.499,0.273,4,11.1,06/11/2014 1:00 AM,CalumetBeach201406110100
Montrose Beach,06/11/2014 01:00:00 AM,15.4,22.81,1.614,0.41,4,11.3,06/11/2014 1:00 AM,MontroseBeach201406110100
Ohio Street Beach,06/11/2014 01:00:00 AM,15.5,6.13,1.665,0.274,4,11.6,06/11/2014 1:00 AM,OhioStreetBeach201406110100
Calumet Beach,06/11/2014 02:00:00 AM,17.5,3.85,1.447,0.274,5,11.1,06/11/2014 2:00 AM,CalumetBeach201406110200
Montrose Beach,06/11/2014 02:00:00 AM,15.4,23.43,1.614,0.45,4,11.3,06/11/2014 2:00 AM,MontroseBeach201406110200
Ohio Street Beach,06/11/2014 02:00:00 AM,15.5,5.72,1.666,0.247,4,11.6,06/11/2014 2:00 AM,OhioStreetBeach201406110200
Calumet Beach,06/11/2014 03:00:00 AM,17.4,3.64,1.441,0.238,4,11.1,06/11/2014 3:00 AM,CalumetBeach201406110300
Montrose Beach,06/11/2014 03:00:00 AM,15.4,23.19,1.576,0.415,4,11.3,06/11/2014 3:00 AM,MontroseBeach201406110300
Ohio Street Beach,06/11/2014 03:00:00 AM,15.5,5.4,1.654,0.257,4,11.6,06/11/2014 3:00 AM,OhioStreetBeach201406110300
Calumet Beach,06/11/2014 04:00:00 AM,17.5,3.28,1.424,0.254,4,11.1,06/11/2014 4:00 AM,CalumetBeach201406110400
Montrose Beach,06/11/2014 04:00:00 AM,15.3,22.57,1.582,0.466,5,11.3,06/11/2014 4:00 AM,MontroseBeach201406110400
Ohio Street Beach,06/11/2014 04:00:00 AM,15.5,5.24,1.657,0.297,4,11.6,06/11/2014 4:00 AM,OhioStreetBeach201406110400
Calumet Beach,06/11/2014 05:00:00 AM,17.5,2.46,1.398,0.209,4,11.1,06/11/2014 5:00 AM,CalumetBeach201406110500
